Company Name,Industry,Symbol,Series,ISIN Code
BOSCH HOME COMFORT INDIA LIMITED,NSE Equity,BOSCH-HCIL,EQ,INE782A01015
Bosch Limited,Automobile and Auto Components,BOSCHLTD,EQ,INE323A01026
Bharat Petroleum Corporation Limited,Oil Gas & Consumable Fuels,BPCL,EQ,INE029A01011
BPL Limited,NSE Equity,BPL,EQ,INE110A01019
Brigade Enterprises Limited,Realty,BRIGADE,EQ,INE791I01019
Brigade Hotel Ventures Limited,NSE Equity,BRIGHOTEL,EQ,INE03NU01014
Britannia Industries Limited,Fast Moving Consumer Goods,BRITANNIA,EQ,INE216A01030
Bharat Road Network Limited,NSE Equity,BRNL,EQ,INE727S01012
Brooks Laboratories Limited,NSE Equity,BROOKS,BE,INE650L01011
BSE Limited,Financial Services,BSE,EQ,INE118H01025
Bombay Super Hybrid Seeds Limited,NSE Equity,BSHSL,BE,INE032Z01020
BSL Limited,NSE Equity,BSL,EQ,INE594B01012
BIRLASOFT LIMITED,Information Technology,BSOFT,EQ,INE836A01035
Bodhi Tree Multimedia Limited,NSE Equity,BTML,EQ,INE0EEJ01023
Bhilwara Technical Textiles Limited,NSE Equity,BTTL,BE,INE274K01012
Shankara Buildpro Limited,NSE Equity,BUILDPRO,EQ,INE24OJ01011
Butterfly Gandhimathi Appliances Limited,NSE Equity,BUTTERFLY,EQ,INE295F01017
Barak Valley Cements Limited,NSE Equity,BVCL,EQ,INE139I01011
The Byke Hospitality Ltd,NSE Equity,BYKE,BE,INE319B01014
California Software Company Limited,NSE Equity,CALSOFT,BE,INE526B01014
Camlin Fine Sciences Limited,NSE Equity,CAMLINFINE,EQ,INE052I01032
Campus Activewear Limited,NSE Equity,CAMPUS,EQ,INE278Y01022
Computer Age Management Services Limited,Financial Services,CAMS,EQ,INE596I01020
Canara Bank,Financial Services,CANBK,EQ,INE476A01022
Can Fin Homes Limited,Financial Services,CANFINHOME,EQ,INE477A01020
Canara HSBC Life Insurance Company Limited,Financial Services,CANHLIFE,EQ,INE01TY01017
Cantabil Retail India Limited,NSE Equity,CANTABIL,EQ,INE068L01024
Capacit'e Infraprojects Limited,NSE Equity,CAPACITE,EQ,INE264T01014
Capillary Technologies India Limited,NSE Equity,CAPILLARY,EQ,INE0ILV01024
Capital Small Finance Bank Limited,NSE Equity,CAPITALSFB,EQ,INE646H01017
Caplin Point Laboratories Limited,Healthcare,CAPLIPOINT,EQ,INE475E01026
Capital Trust Limited,NSE Equity,CAPTRUST,EQ,INE707C01018
Carborundum Universal Limited,Capital Goods,CARBORUNIV,EQ,INE120A01034
CARE Ratings Limited,NSE Equity,CARERATING,EQ,INE752H01013
Carraro India Limited,NSE Equity,CARRARO,EQ,INE0V7W01012
Cartrade Tech Limited,Consumer Services,CARTRADE,EQ,INE290S01011
CARYSIL LIMITED,NSE Equity,CARYSIL,EQ,INE482D01024
Castrol India Limited,Oil Gas & Consumable Fuels,CASTROLIND,EQ,INE172A01027
AvenuesAI Limited,NSE Equity,CCAVENUE,EQ,INE483S01020
Consolidated Construction Consortium Limited,NSE Equity,CCCL,EQ,INE429I01024
Country Club Hospitality & Holidays Limited,NSE Equity,CCHHL,EQ,INE652F01027
CCL Products (India) Limited,Fast Moving Consumer Goods,CCL,EQ,INE421D01022
Central Depository Services (India) Limited,Financial Services,CDSL,EQ,INE736A01011
CEAT Limited,Automobile and Auto Components,CEATLTD,EQ,INE482A01020
Ceigall India Limited,NSE Equity,CEIGALL,EQ,INE0AG901020
Ceinsys Tech Limited,NSE Equity,CEINSYS,EQ,INE016Q01014
Celebrity Fashions Limited,NSE Equity,CELEBRITY,EQ,INE185H01016
Cello World Limited,NSE Equity,CELLO,EQ,INE0LMW01024
Cemindia Projects Limited,Construction,CEMPRO,EQ,INE686A01026
Century Enka Limited,NSE Equity,CENTENKA,EQ,INE485A01015
Century Extrusions Limited,NSE Equity,CENTEXT,EQ,INE281A01026
Central Bank of India,Financial Services,CENTRALBK,EQ,INE483A01010
Centrum Capital Limited,NSE Equity,CENTRUM,EQ,INE660C01027
Centum Electronics Limited,NSE Equity,CENTUM,EQ,INE320B01020
Century Plyboards (India) Limited,NSE Equity,CENTURYPLY,EQ,INE348B01021
Cera Sanitaryware Limited,NSE Equity,CERA,EQ,INE739E01017
CESC Limited,Power,CESC,EQ,INE486A01021
Concord Enviro Systems Limited,NSE Equity,CEWATER,EQ,INE037Z01029
Capri Global Capital Limited,Financial Services,CGCL,EQ,INE180C01042
CG Power and Industrial Solutions Limited,Capital Goods,CGPOWER,EQ,INE067A01029
Chalet Hotels Limited,Consumer Services,CHALET,EQ,INE427F01016
Chambal Fertilizers & Chemicals Limited,Chemicals,CHAMBLFERT,EQ,INE085A01013
Chembond Material Technologies Limited,NSE Equity,CHEMBOND,BE,INE995D01025
Chembond Chemicals Limited,NSE Equity,CHEMBONDCH,BE,INE0TGX01019
Chemcon Speciality Chemicals Limited,NSE Equity,CHEMCON,BE,INE03YM01018
Chemfab Alkalis Limited,NSE Equity,CHEMFAB,BE,INE783X01023
Chemplast Sanmar Limited,NSE Equity,CHEMPLASTS,EQ,INE488A01050
Chennai Petroleum Corporation Limited,Oil Gas & Consumable Fuels,CHENNPETRO,EQ,INE178A01016
Cheviot Company Limited,NSE Equity,CHEVIOT,EQ,INE974B01016
Choice International Limited,Financial Services,CHOICEIN,EQ,INE102B01014
Cholamandalam Investment and Finance Company Limited,Financial Services,CHOLAFIN,EQ,INE121A01024
Cholamandalam Financial Holdings Limited,Financial Services,CHOLAHLDNG,EQ,INE149A01033
CIE Automotive India Limited,Automobile and Auto Components,CIEINDIA,EQ,INE536H01010
Capital India Finance Limited,NSE Equity,CIFL,EQ,INE345H01024
Cineline India Limited,NSE Equity,CINELINE,EQ,INE704H01022
Cinevista Limited,NSE Equity,CINEVISTA,EQ,INE039B01026
Cipla Limited,Healthcare,CIPLA,EQ,INE059A01026
Clean Science and Technology Limited,Chemicals,CLEAN,EQ,INE227W01023
Clean Max Enviro Energy Solutions Limited,NSE Equity,CLEANMAX,EQ,INE647U01026
CL Educate Limited,NSE Equity,CLEDUCATE,BE,INE201M01029
Chaman Lal Setia Exports Limited,NSE Equity,CLSEL,EQ,INE419D01026
Caliber Mining and Logistics Limited,NSE Equity,CMLL,EQ,INE11XY01018
Central Mine Planning & Design Institute Limited,NSE Equity,CMPDI,EQ,INE05HV01027
CMR Green Technologies Limited,NSE Equity,CMRGREEN,EQ,INE00WV01027
CMS Info Systems Limited,NSE Equity,CMSINFO,EQ,INE925R01014
Creative Newtech Limited,NSE Equity,CNL,EQ,INE985W01018
Coal India Limited,Oil Gas & Consumable Fuels,COALINDIA,EQ,INE522F01014
Coastal Corporation Limited,NSE Equity,COASTCORP,EQ,INE377E01024
Cochin Shipyard Limited,Capital Goods,COCHINSHIP,EQ,INE704P01025
John Cockerill India Limited,NSE Equity,COCKERILL,EQ,INE515A01019
Coffee Day Enterprises Limited,NSE Equity,COFFEEDAY,BE,INE335K01011
Coforge Limited,Information Technology,COFORGE,EQ,INE591G01025
Cohance Lifesciences Limited,Healthcare,COHANCE,EQ,INE03QK01018
Colgate Palmolive (India) Limited,Fast Moving Consumer Goods,COLPAL,EQ,INE259A01022
Comfort Intech Limited,NSE Equity,COMFINTE,EQ,INE819A01049
Compucom Software Limited,NSE Equity,COMPUSOFT,EQ,INE453B01029
Commercial Syn Bags Limited,NSE Equity,COMSYN,EQ,INE073V01015
Container Corporation of India Limited,Services,CONCOR,EQ,INE111A01025
Concord Biotech Limited,Healthcare,CONCORDBIO,EQ,INE338H01029
Confidence Petroleum India Limited,NSE Equity,CONFIPET,EQ,INE552D01024
Consolidated Finvest & Holdings Limited,NSE Equity,CONSOFINVT,BE,INE025A01027
Control Print Limited,NSE Equity,CONTROLPR,EQ,INE663B01015
Coral India Finance & Housing Limited,NSE Equity,CORALFINAC,EQ,INE558D01021
Waterways Leisure Tourism Limited,NSE Equity,CORDELIA,EQ,INE0LZF01013
Cords Cable Industries Limited,NSE Equity,CORDSCABLE,BE,INE792I01017
Coromandel International Limited,Chemicals,COROMANDEL,EQ,INE169A01031
CORONA Remedies Limited,NSE Equity,CORONA,EQ,INE02ZQ01018
COSMO FIRST LIMITED,NSE Equity,COSMOFIRST,EQ,INE757A01017
Country Condo's Limited,NSE Equity,COUNCODOS,EQ,INE695B01025
CP Capital Limited,NSE Equity,CPCAP,BE,INE521J01018
Career Point Edutech Limited,NSE Equity,CPEDU,EQ,INE0P6P01016
Captain Polyplast Limited,NSE Equity,CPL,EQ,INE536P01021
Aditya Infotech Limited,Capital Goods,CPPLUS,EQ,INE819V01029
Craftsman Automation Limited,Automobile and Auto Components,CRAFTSMAN,EQ,INE00LO01017
Canara Robeco Asset Management Company Limited,NSE Equity,CRAMC,EQ,INE218I01013
Creative Eye Limited,NSE Equity,CREATIVEYE,EQ,INE230B01021
CREDITACCESS GRAMEEN LIMITED,Financial Services,CREDITACC,EQ,INE741K01010
Crest Ventures Limited,NSE Equity,CREST,EQ,INE559D01011
Crisil Limited,Financial Services,CRISIL,EQ,INE007A01025
Crizac Limited,NSE Equity,CRIZAC,EQ,INE0S4R01014
Crompton Greaves Consumer Electricals Limited,Consumer Durables,CROMPTON,EQ,INE299U01018
Crown Lifters Limited,NSE Equity,CROWN,EQ,INE491V01019
CSB Bank Limited,NSE Equity,CSBBANK,EQ,INE679A01013
CSL Finance Limited,NSE Equity,CSLFINANCE,EQ,INE718F01018
CSM Technologies Limited,NSE Equity,CSM,EQ,INE0ZK601013
Cambridge Technology Enterprises Limited,NSE Equity,CTE,EQ,INE627H01017
City Union Bank Limited,Financial Services,CUB,EQ,INE491A01021
Cubex Tubings Limited,NSE Equity,CUBEXTUB,EQ,INE144D01012
Cummins India Limited,Capital Goods,CUMMINSIND,EQ,INE298A01020
Cupid Limited,NSE Equity,CUPID,EQ,INE509F01029
Cura Technologies Limited,NSE Equity,CURAA,EQ,INE117B01020
Cyber Media (India) Limited,NSE Equity,CYBERMEDIA,BE,INE278G01037
Cybertech Systems And Software Limited,NSE Equity,CYBERTECH,BE,INE214A01019
Cyient Limited,Information Technology,CYIENT,EQ,INE136B01020
Cyient DLM Limited,NSE Equity,CYIENTDLM,EQ,INE055S01018
Dabur India Limited,Fast Moving Consumer Goods,DABUR,EQ,INE016A01026
Dai-Ichi Karkaria Limited,NSE Equity,DAICHI,BE,INE928C01010
Dalmia Bharat Limited,Construction Materials,DALBHARAT,EQ,INE00R701025
Dalmia Bharat Sugar and Industries Limited,NSE Equity,DALMIASUG,EQ,INE495A01022
Dam Capital Advisors Limited,NSE Equity,DAMCAPITAL,EQ,INE284H01025
Damodar Industries Limited,NSE Equity,DAMODARIND,BE,INE497D01022
Dangee Dums Limited,NSE Equity,DANGEE,EQ,INE688Y01022
Datamatics Global Services Limited,NSE Equity,DATAMATICS,EQ,INE365B01017
Data Patterns (India) Limited,Capital Goods,DATAPATTNS,EQ,INE0IX101010
Davangere Sugar Company Limited,NSE Equity,DAVANGERE,EQ,INE179G01029
D.B.Corp Limited,NSE Equity,DBCORP,EQ,INE950I01011
Deepak Builders & Engineers India Limited,NSE Equity,DBEIL,BE,INE0OPA01027
Dilip Buildcon Limited,NSE Equity,DBL,EQ,INE917M01012
Dhampur Bio Organics Limited,NSE Equity,DBOL,EQ,INE0I3401014
Valor Estate Limited,NSE Equity,DBREALTY,BE,INE879I01012
DB (International) Stock Brokers Limited,NSE Equity,DBSTOCKBRO,BE,INE921B01025
Dishman Carbogen Amcis Limited,NSE Equity,DCAL,EQ,INE385W01011
DCB Bank Limited,NSE Equity,DCBBANK,EQ,INE503A01015
Dc Infotech And Communication Limited,NSE Equity,DCI,EQ,INE0A1101019
DCM  Limited,NSE Equity,DCM,BE,INE498A01018
DCM Financial Services Limited,NSE Equity,DCMFINSERV,EQ,INE891B01012
DCM Nouvelle Limited,NSE Equity,DCMNVL,BE,INE08KP01019
DCM Shriram Limited,Diversified,DCMSHRIRAM,EQ,INE499A01024
DCM Shriram International Limited,NSE Equity,DCMSIL,BE,INE0OU201013
DCM Shriram Industries Limited,NSE Equity,DCMSRIND,EQ,INE843D01027
DCW Limited,NSE Equity,DCW,EQ,INE500A01029
DCX Systems Limited,NSE Equity,DCXINDIA,EQ,INE0KL801015
Ddev Plastiks Industries Limited,NSE Equity,DDEVPLSTIK,EQ,INE0HR601026
Deccan Cements Limited,NSE Equity,DECCANCE,EQ,INE583C01021
Deccan Gold Mines Limited,NSE Equity,DECNGOLD,EQ,INE945F01025
DEE Development Engineers Limited,NSE Equity,DEEDEV,BE,INE841L01016
Deepak Fertilizers and Petrochemicals Corporation Limited,Chemicals,DEEPAKFERT,EQ,INE501A01019
Deepak Nitrite Limited,Chemicals,DEEPAKNTR,EQ,INE288B01029
Deep Industries Limited,NSE Equity,DEEPINDS,EQ,INE0FHS01024
Delhivery Limited,Services,DELHIVERY,EQ,INE148O01028
DELPHI WORLD MONEY LIMITED,NSE Equity,DELPHIFX,BE,INE726L01027
Delta Corp Limited,NSE Equity,DELTACORP,EQ,INE124G01033
Delta Manufacturing Limited,NSE Equity,DELTAMAGNT,EQ,INE393A01011
Den Networks Limited,NSE Equity,DEN,EQ,INE947J01015
De Nora India Limited,NSE Equity,DENORA,EQ,INE244A01016
Denta Water and Infra Solutions Limited,NSE Equity,DENTA,EQ,INE0R4L01018
Dev Information Technology Limited,NSE Equity,DEVIT,EQ,INE060X01034
Dev Accelerator Limited,NSE Equity,DEVX,EQ,INE0VOV01021
Devyani International Limited,Consumer Services,DEVYANI,EQ,INE872J01023
Digicontent Limited,NSE Equity,DGCONTENT,EQ,INE03JI01017
Dhampur Sugar Mills Limited,NSE Equity,DHAMPURSUG,EQ,INE041A01016
Dhanlaxmi Bank Limited,NSE Equity,DHANBANK,EQ,INE680A01011
Dhanuka Agritech Limited,NSE Equity,DHANUKA,EQ,INE435G01025
Dharmaj Crop Guard Limited,NSE Equity,DHARMAJ,EQ,INE00OQ01016
Dhruv Consultancy Services Limited,NSE Equity,DHRUV,BE,INE506Z01015
Dhunseri Investments Limited,NSE Equity,DHUNINV,EQ,INE320L01011
Diamond Power Infrastructure Limited,NSE Equity,DIACABS,EQ,INE989C01038
Diamines & Chemicals Limited,NSE Equity,DIAMINESQ,EQ,INE591D01014
Prataap Snacks Limited,NSE Equity,DIAMONDYD,EQ,INE393P01035
DIC India Limited,NSE Equity,DICIND,EQ,INE303A01010
Diffusion Engineers Limited,NSE Equity,DIFFNKG,EQ,INE184O01015
Digidrive Distributors Limited,NSE Equity,DIGIDRIVE,EQ,INE0PSC01024
DiGiSPICE Technologies Limited,NSE Equity,DIGISPICE,BE,INE927C01020
Digitide Solutions Limited,NSE Equity,DIGITIDE,EQ,INE0U4701011
Digjam Limited,NSE Equity,DIGJAMLMTD,EQ,INE731U01028
Disa India Limited,NSE Equity,DISAQ,EQ,INE131C01011
Dish TV India Limited,NSE Equity,DISHTV,BE,INE836F01026
Divgi Torqtransfer Systems Limited,NSE Equity,DIVGIITTS,EQ,INE753U01022
Divi's Laboratories Limited,Healthcare,DIVISLAB,EQ,INE361B01024
Dixon Technologies (India) Limited,Consumer Durables,DIXON,EQ,INE935N01020
DJ Mediaprint & Logistics Limited,NSE Equity,DJML,EQ,INE0B1K01014
DLF Limited,Realty,DLF,EQ,INE271C01023
D-Link (India) Limited,NSE Equity,DLINKINDIA,EQ,INE250K01012
Avenue Supermarts Limited,Consumer Services,DMART,EQ,INE192R01011
DMCC SPECIALITY CHEMICALS LIMITED,NSE Equity,DMCC,EQ,INE505A01010
Diligent Media Corporation Limited,NSE Equity,DNAMEDIA,EQ,INE016M01021
Dodla Dairy Limited,NSE Equity,DODLA,EQ,INE021O01019
Dolat Algotech Limited,NSE Equity,DOLATALGO,EQ,INE966A01022
Dollar Industries Limited,NSE Equity,DOLLAR,EQ,INE325C01035
Dolphin Offshore Enterprises (India) Limited,NSE Equity,DOLPHIN,EQ,INE920A01037
DOMS Industries Limited,Fast Moving Consumer Goods,DOMS,EQ,INE321T01012
Donear Industries Limited,NSE Equity,DONEAR,EQ,INE668D01028
D. P. Abhushan Limited,NSE Equity,DPABHUSHAN,EQ,INE266Y01019
DPSC Limited,NSE Equity,DPSCLTD,BE,INE360C01024
D P Wires Limited,NSE Equity,DPWIRES,BE,INE864X01013
Dr Agarwals Eye Hospital Limited,NSE Equity,DRAGARWQ,EQ,INE934C01018
DRC Systems India Limited,NSE Equity,DRCSYSTEMS,EQ,INE03RS01027
Dreamfolks Services Limited,NSE Equity,DREAMFOLKS,EQ,INE0JS101016
Dredging Corporation of India Limited,NSE Equity,DREDGECORP,EQ,INE506A01018
Dr. Reddy's Laboratories Limited,Healthcare,DRREDDY,EQ,INE089A01031
DCM Shriram Fine Chemicals Limited,NSE Equity,DSFCL,BE,INE0OFM01015
Dynacons Systems & Solutions Limited,NSE Equity,DSSL,EQ,INE417B01040
Dhunseri Tea & Industries Limited,NSE Equity,DTIL,EQ,INE341R01014
Ducon Infratechnologies Limited,NSE Equity,DUCON,EQ,INE741L01018
Dhunseri Ventures Limited,NSE Equity,DVL,EQ,INE477B01010
Dwarikesh Sugar Industries Limited,NSE Equity,DWARKESH,EQ,INE366A01041
Dynamic Cables Limited,NSE Equity,DYCL,EQ,INE600Y01019
Dynamatic Technologies Limited,NSE Equity,DYNAMATECH,EQ,INE221B01012
Dynemic Products Limited,NSE Equity,DYNPRO,EQ,INE256H01015
E2E Networks Limited,NSE Equity,E2E,EQ,INE255Z01027
Easy Trip Planners Limited,NSE Equity,EASEMYTRIP,EQ,INE07O001026
Eastern Silk Industries Limited,NSE Equity,EASTSILK,BE,INE962C01035
GNG Electronics Limited,NSE Equity,EBGNG,EQ,INE18JU01028
eClerx Services Limited,Services,ECLERX,EQ,INE738I01010
Ecos (India) Mobility & Hospitality Limited,NSE Equity,ECOSMOBLTY,BE,INE06HJ01020
Edelweiss Financial Services Limited,NSE Equity,EDELWEISS,EQ,INE532F01054
EFC (I) Limited,NSE Equity,EFCIL,EQ,INE886D01026
Eicher Motors Limited,Automobile and Auto Components,EICHERMOT,EQ,INE066A01021
EID Parry India Limited,Fast Moving Consumer Goods,EIDPARRY,EQ,INE126A01031
Enviro Infra Engineers Limited,NSE Equity,EIEL,EQ,INE0LLY01014
Euro India Fresh Foods Limited,NSE Equity,EIFFL,BE,INE546V01010
EIH Associated Hotels Limited,NSE Equity,EIHAHOTELS,EQ,INE276C01014
EIH Limited,Consumer Services,EIHOTEL,EQ,INE230A01023
Eimco Elecon (India) Limited,NSE Equity,EIMCOELECO,EQ,INE158B01016
Everest Kanto Cylinder Limited,NSE Equity,EKC,EQ,INE184H01027
Elantas Beck India Limited,NSE Equity,ELANTAS,EQ,INE280B01018
EL CID Investments Limited,NSE Equity,ELCIDIN,EQ,INE927X01018
Eldeco Housing And Industries Limited,NSE Equity,ELDEHSG,EQ,INE668G01021
Elecon Engineering Company Limited,Capital Goods,ELECON,EQ,INE205B01031
Electrosteel Castings Limited,NSE Equity,ELECTCAST,EQ,INE086A01029
Electrotherm (India) Limited,NSE Equity,ELECTHERM,EQ,INE822G01016
Elgi Equipments Limited,Capital Goods,ELGIEQUIP,EQ,INE285A01027
Elgi Rubber Company Limited,NSE Equity,ELGIRUBCO,EQ,INE819L01012
Elin Electronics Limited,NSE Equity,ELIN,EQ,INE050401020
Elitecon International Limited,NSE Equity,ELITECON,EQ,INE669R01026
Ellenbarrie Industrial Gases Limited,NSE Equity,ELLEN,EQ,INE236E01022
Elpro International Limited,NSE Equity,ELPROINTL,EQ,INE579B01039
Emami Limited,Fast Moving Consumer Goods,EMAMILTD,EQ,INE548C01032
Emami Paper Mills Limited,NSE Equity,EMAMIPAP,BE,INE830C01026
Emami Realty Limited,NSE Equity,EMAMIREAL,BE,INE778K01012
Embassy Developments Limited,NSE Equity,EMBDL,EQ,INE069I01010
Emcure Pharmaceuticals Limited,Healthcare,EMCURE,EQ,INE168P01015
Electronics Mart India Limited,NSE Equity,EMIL,EQ,INE02YR01019
Emkay Global Financial Services Limited,NSE Equity,EMKAY,EQ,INE296H01011
Emmbi Industries Limited,NSE Equity,EMMBI,BE,INE753K01015
Emmvee Photovoltaic Power Limited,Capital Goods,EMMVEE,EQ,INE1C6T01020
Empower India Limited,NSE Equity,EMPOWER,BE,INE507F01023
EMS Limited,NSE Equity,EMSLIMITED,EQ,INE0OV601013
eMudhra Limited,NSE Equity,EMUDHRA,EQ,INE01QM01018
Endurance Technologies Limited,Automobile and Auto Components,ENDURANCE,EQ,INE913H01037
Energy Development Company Limited,NSE Equity,ENERGYDEV,EQ,INE306C01019
Engineers India Limited,Construction,ENGINERSIN,EQ,INE510A01028
Entertainment Network (India) Limited,NSE Equity,ENIL,EQ,INE265F01028
Siemens Energy India Limited,Capital Goods,ENRIN,EQ,INE1NPP01017
Entero Healthcare Solutions Limited,NSE Equity,ENTERO,EQ,INE010601016
EPACK Durable Limited,NSE Equity,EPACK,EQ,INE0G5901015
EPack Prefab Technologies Limited,NSE Equity,EPACKPEB,EQ,INE0MLS01022
Epigral Limited,NSE Equity,EPIGRAL,EQ,INE071N01016
EPL Limited,NSE Equity,EPL,EQ,INE255A01020
Equippp Social Impact Technologies Limited,NSE Equity,EQUIPPP,BE,INE217G01035
Equitas Small Finance Bank Limited,NSE Equity,EQUITASBNK,EQ,INE063P01018
Eris Lifesciences Limited,Healthcare,ERIS,EQ,INE406M01024
Esab India Limited,NSE Equity,ESABINDIA,EQ,INE284A01012
ESAF Small Finance Bank Limited,NSE Equity,ESAFSFB,EQ,INE818W01011
Escorts Kubota Limited,Capital Goods,ESCORTS,EQ,INE042A01014
Essar Shipping Limited,NSE Equity,ESSARSHPNG,EQ,INE122M01019
Integra Essentia Limited,NSE Equity,ESSENTIA,BE,INE418N01035
Ester Industries Limited,NSE Equity,ESTER,EQ,INE778B01029
ETERNAL LIMITED,Consumer Services,ETERNAL,EQ,INE758T01015
Ethos Limited,NSE Equity,ETHOSLTD,EQ,INE04TZ01018
Eureka Forbes Limited,NSE Equity,EUREKAFORB,EQ,INE0KCE01017
Euro Panel Products Limited,NSE Equity,EUROBOND,EQ,INE505V01016
Euro Pratik Sales Limited,NSE Equity,EUROPRATIK,EQ,INE198501012
Eurotex Industries and Exports Limited,NSE Equity,EUROTEXIND,BE,INE022C01012
Eveready Industries India Limited,NSE Equity,EVEREADY,EQ,INE128A01029
Everest Industries Limited,NSE Equity,EVERESTIND,BE,INE295A01018
Excel Industries Limited,NSE Equity,EXCELINDUS,EQ,INE369A01029
Excelsoft Technologies Limited,NSE Equity,EXCELSOFT,EQ,INE606N01019
Exicom Tele-Systems Limited,NSE Equity,EXICOM,EQ,INE777F01014
Exide Industries Limited,Automobile and Auto Components,EXIDEIND,EQ,INE302A01020
Expleo Solutions Limited,NSE Equity,EXPLEOSOL,EQ,INE201K01015
Exxaro Tiles Limited,NSE Equity,EXXARO,EQ,INE0GFE01026
Fabtech Technologies Limited,NSE Equity,FABTECH,EQ,INE0HF201011
Fertilizers and Chemicals Travancore Limited,Chemicals,FACT,EQ,INE188A01015
Fairchem Organics Limited,NSE Equity,FAIRCHEMOR,BE,INE0DNW01011
Faze Three Limited,NSE Equity,FAZE3Q,EQ,INE963C01033
Fineotex Chemical Limited,NSE Equity,FCL,EQ,INE045J01034
FCS Software Solutions Limited,NSE Equity,FCSSOFT,EQ,INE512B01022
FDC Limited,NSE Equity,FDC,EQ,INE258B01022
Fedders Holding Limited,NSE Equity,FEDDERSHOL,EQ,INE417D01020
The Federal Bank  Limited,Financial Services,FEDERALBNK,EQ,INE171A01029
Fedbank Financial Services Limited,NSE Equity,FEDFINA,EQ,INE007N01010
Fermenta Biotech Limited,NSE Equity,FERMENTA,EQ,INE225B01021
Fiberweb (India) Limited,NSE Equity,FIBERWEB,EQ,INE296C01020
Fiem Industries Limited,NSE Equity,FIEMIND,EQ,INE737H01014
Filatex India Limited,NSE Equity,FILATEX,EQ,INE816B01035
Filatex Fashions Limited,NSE Equity,FILATFASH,BE,INE185E01021
Finolex Cables Limited,Capital Goods,FINCABLES,EQ,INE235A01022
Fine Organic Industries Limited,NSE Equity,FINEORG,EQ,INE686Y01026
Finkurve Financial Services Limited,NSE Equity,FINKURVE,EQ,INE734I01027
Fino Payments Bank Limited,NSE Equity,FINOPB,EQ,INE02NC01014
Finolex Industries Limited,NSE Equity,FINPIPE,EQ,INE183A01024
Brainbees Solutions Limited,Consumer Services,FIRSTCRY,EQ,INE02RE01045
Fischer Medical Ventures Limited,NSE Equity,FISCHER,EQ,INE771F01041
Five-Star Business Finance Limited,Financial Services,FIVESTAR,EQ,INE128S01021
Flair Writing Industries Limited,NSE Equity,FLAIR,EQ,INE00Y201027
Flexituff Ventures International Limited,NSE Equity,FLEXITUFF,BE,INE060J01017
Gujarat Fluorochemicals Limited,Chemicals,FLUOROCHEM,EQ,INE09N301011
Federal-Mogul Goetze (India) Limited.,NSE Equity,FMGOETZE,EQ,INE529A01010
Future Market Networks Limited,NSE Equity,FMNL,BE,INE360L01017
Focus Lighting and Fixtures Limited,NSE Equity,FOCUS,BE,INE593W01028
Foods & Inns Limited,NSE Equity,FOODSIN,EQ,INE976E01023
FORCE MOTORS LTD,Automobile and Auto Components,FORCEMOT,EQ,INE451A01017
Fortis Healthcare Limited,Healthcare,FORTIS,EQ,INE061F01013
Foseco India Limited,NSE Equity,FOSECOIND,EQ,INE519A01011
Fractal Analytics Limited,NSE Equity,FRACTAL,EQ,INE212S01015
Frontier Springs Limited,NSE Equity,FRONTSP,EQ,INE572D01014
Firstsource Solutions Limited,Services,FSL,EQ,INE684F01012
Fusion Finance Limited,NSE Equity,FUSION,EQ,INE139R01012
Gabriel India Limited,Automobile and Auto Components,GABRIEL,EQ,INE524A01029
Gujarat Ambuja Exports Limited,NSE Equity,GAEL,EQ,INE036B01030
GAIL (India) Limited,Oil Gas & Consumable Fuels,GAIL,EQ,INE129A01019
Gala Precision Engineering Limited,NSE Equity,GALAPREC,EQ,INE0RE001014
Galaxy Surfactants Limited,NSE Equity,GALAXYSURF,EQ,INE600K01018
Gallantt Ispat Limited,Capital Goods,GALLANTT,EQ,INE297H01019
Gandhar Oil Refinery (India) Limited,NSE Equity,GANDHAR,EQ,INE717W01049
Gandhi Special Tubes Limited,NSE Equity,GANDHITUBE,EQ,INE524B01027
Ganesha Ecosphere Limited,NSE Equity,GANECOS,EQ,INE845D01014
Ganesh Benzoplast Limited,NSE Equity,GANESHBE,EQ,INE388A01029
Ganesh Consumer Products Limited,NSE Equity,GANESHCP,EQ,INE652V01016
GANESH HOUSING LIMITED,NSE Equity,GANESHHOU,EQ,INE460C01014
Ganga Forging Limited,NSE Equity,GANGAFORGE,BE,INE691Z01023
Ganges Securities Limited,NSE Equity,GANGESSECU,EQ,INE335W01016
Garware Technical Fibres Limited,NSE Equity,GARFIBRES,EQ,INE276A01018
Garuda Construction and Engineering Limited,NSE Equity,GARUDA,EQ,INE0JVO01026
GACM Technologies Limited,NSE Equity,GATECH,EQ,INE224E01028
GACM Technologies Limited,NSE Equity,GATECHDVR,EQ,INE224E01036
Gateway Distriparks Limited,NSE Equity,GATEWAY,EQ,INE079J01017
Gaudium IVF and Women Health Limited,NSE Equity,GAUDIUMIVF,BE,INE0P8B01020
Gayatri Highways Limited,NSE Equity,GAYAHWS,EQ,INE287Z01012
Gayatri Projects Limited,NSE Equity,GAYAPROJ,BE,INE336H01023
Gretex Corporate Services Limited,NSE Equity,GCSL,EQ,INE199P01028
GeeCee Ventures Limited,NSE Equity,GEECEE,BE,INE916G01016
Geekay Wires Limited,NSE Equity,GEEKAYWIRE,EQ,INE669X01032
Gem Aromatics Limited,NSE Equity,GEMAROMA,EQ,INE06XZ01023
